PAR22CD,PAR22NM,WD22CD,WD22NM,LAD22CD,LAD22NM,ObjectId
E04013100,Arthington,E05012841,Adel & Wharfedale,E08000035,Leeds,8917
E04012723,Rushbrooke with Rougham,E05012790,Moreton Hall,E07000245,West Suffolk,8918
E04009429,Linstead Magna,E05012746,Kelsale & Yoxford,E07000244,East Suffolk,8919
E04009384,Campsey Ash,E05012760,Wickham Market,E07000244,East Suffolk,8920
E04012314,Ousden,E05012770,Chedburgh & Chevington,E07000245,West Suffolk,8921
E04009485,Beccles,E05012735,Beccles & Worlingham,E07000244,East Suffolk,8922
E04009369,Bawdsey,E05012740,Deben,E07000244,East Suffolk,8923
E04013102,Bramhope,E05012841,Adel & Wharfedale,E08000035,Leeds,8924
E04012768,Newmarket,E05012791,Newmarket East,E07000245,West Suffolk,8925
E04009430,Linstead Parva,E05012746,Kelsale & Yoxford,E07000244,East Suffolk,8926
E04009404,Farnham,E05012760,Wickham Market,E07000244,East Suffolk,8927
E04009287,Barnardiston,E05012771,"Clare, Hundon & Kedington",E07000245,West Suffolk,8928
E04009506,North Cove,E05012735,Beccles & Worlingham,E07000244,East Suffolk,8929
E04009374,Boyton,E05012740,Deben,E07000244,East Suffolk,8930
E04013104,Pool,E05012841,Adel & Wharfedale,E08000035,Leeds,8931
E04012768,Newmarket,E05012792,Newmarket North,E07000245,West Suffolk,8932
E04009443,Peasenhall,E05012746,Kelsale & Yoxford,E07000244,East Suffolk,8933
E04009413,Hacheston,E05012760,Wickham Market,E07000244,East Suffolk,8934
E04009432,Little Glemham,E05012760,Wickham Market,E07000244,East Suffolk,8935
E04009433,Marlesford,E05012760,Wickham Market,E07000244,East Suffolk,8936
E04009444,Pettistree,E05012760,Wickham Market,E07000244,East Suffolk,8937
E04009457,Stratford St. Andrew,E05012760,Wickham Market,E07000244,East Suffolk,8938
E04009478,Wickham Market,E05012760,Wickham Market,E07000244,East Suffolk,8939
E04012076,Ufford,E05012760,Wickham Market,E07000244,East Suffolk,8940
E04009434,Martlesham,E05012761,Woodbridge,E07000244,East Suffolk,8941
E04009480,Woodbridge,E05012761,Woodbridge,E07000244,East Suffolk,8942
E04009372,Blythburgh,E05012762,"Wrentham, Wangford & Westleton",E07000244,East Suffolk,8943
E04009375,Bramfield,E05012762,"Wrentham, Wangford & Westleton",E07000244,East Suffolk,8944
E04009396,Darsham,E05012762,"Wrentham, Wangford & Westleton",E07000244,East Suffolk,8945
E04009399,Dunwich,E05012762,"Wrentham, Wangford & Westleton",E07000244,East Suffolk,8946
E04009464,Thorington,E05012762,"Wrentham, Wangford & Westleton",E07000244,East Suffolk,8947
E04009477,Westleton,E05012762,"Wrentham, Wangford & Westleton",E07000244,East Suffolk,8948
E04009486,Benacre,E05012762,"Wrentham, Wangford & Westleton",E07000244,East Suffolk,8949
E04009493,Covehithe,E05012762,"Wrentham, Wangford & Westleton",E07000244,East Suffolk,8950
E04009497,Frostenden,E05012762,"Wrentham, Wangford & Westleton",E07000244,East Suffolk,8951
E04009500,Henstead with Hulver Street,E05012762,"Wrentham, Wangford & Westleton",E07000244,East Suffolk,8952
E04009512,Rushmere,E05012762,"Wrentham, Wangford & Westleton",E07000244,East Suffolk,8953
E04009528,South Cove,E05012762,"Wrentham, Wangford & Westleton",E07000244,East Suffolk,8954
E04009531,Uggeshall,E05012762,"Wrentham, Wangford & Westleton",E07000244,East Suffolk,8955
E04009532,Wangford with Henham,E05012762,"Wrentham, Wangford & Westleton",E07000244,East Suffolk,8956
E04009538,Wrentham,E05012762,"Wrentham, Wangford & Westleton",E07000244,East Suffolk,8957
E04012710,Bury St Edmunds,E05012763,Abbeygate,E07000245,West Suffolk,8958
E04009286,Bardwell,E05012764,Bardwell,E07000245,West Suffolk,8959
E04009288,Barnham,E05012764,Bardwell,E07000245,West Suffolk,8960
E04009299,Coney Weston,E05012764,Bardwell,E07000245,West Suffolk,8961
E04009305,Euston,E05012764,Bardwell,E07000245,West Suffolk,8962
E04009306,Fakenham Magna,E05012764,Bardwell,E07000245,West Suffolk,8963
E04009323,Honington,E05012764,Bardwell,E07000245,West Suffolk,8964
E04009348,Sapiston,E05012764,Bardwell,E07000245,West Suffolk,8965
E04009289,Barningham,E05012765,Barningham,E07000245,West Suffolk,8966
E04009322,Hepworth,E05012765,Barningham,E07000245,West Suffolk,8967
E04009324,Hopton,E05012765,Barningham,E07000245,West Suffolk,8968
E04009332,Knettishall,E05012765,Barningham,E07000245,West Suffolk,8969
E04012720,Market Weston,E05012765,Barningham,E07000245,West Suffolk,8970
E04012724,Thelnetham,E05012765,Barningham,E07000245,West Suffolk,8971
E04009290,Barrow,E05012766,Barrow,E07000245,West Suffolk,8972
E04012768,Newmarket,E05012793,Newmarket West,E07000245,West Suffolk,8973
E04009285,Ampton,E05012794,Pakenham & Troston,E07000245,West Suffolk,8974
E04009313,Great Livermere,E05012794,Pakenham & Troston,E07000245,West Suffolk,8975
E04009323,Honington,E05012794,Pakenham & Troston,E07000245,West Suffolk,8976
E04009336,Little Livermere,E05012794,Pakenham & Troston,E07000245,West Suffolk,8977
E04009343,Pakenham,E05012794,Pakenham & Troston,E07000245,West Suffolk,8978
E04009355,Timworth,E05012794,Pakenham & Troston,E07000245,West Suffolk,8979
E04009356,Troston,E05012794,Pakenham & Troston,E07000245,West Suffolk,8980
E04009150,Icklingham,E05012795,Risby,E07000245,West Suffolk,8981
E04009307,Flempton,E05012795,Risby,E07000245,West Suffolk,8982
E04009328,Ingham,E05012795,Risby,E07000245,West Suffolk,8983
E04009333,Lackford,E05012795,Risby,E07000245,West Suffolk,8984
E04009346,Risby,E05012795,Risby,E07000245,West Suffolk,8985
E04009358,West Stow,E05012795,Risby,E07000245,West Suffolk,8986
E04009363,Wordwell,E05012795,Risby,E07000245,West Suffolk,8987
E04012712,Culford,E05012795,Risby,E07000245,West Suffolk,8988
E04012717,Hengrave,E05012795,Risby,E07000245,West Suffolk,8989
E04009291,Bradfield Combust with Stanningfield,E05012796,Rougham,E07000245,West Suffolk,8990
E04009292,Bradfield St. Clare,E05012796,Rougham,E07000245,West Suffolk,8991
E04009293,Bradfield St. George,E05012796,Rougham,E07000245,West Suffolk,8992
E04012723,Rushbrooke with Rougham,E05012796,Rougham,E07000245,West Suffolk,8993
E04012710,Bury St Edmunds,E05012797,St Olaves,E07000245,West Suffolk,8994
E04012710,Bury St Edmunds,E05012798,Southgate,E07000245,West Suffolk,8995
E04009350,Stanton,E05012799,Stanton,E07000245,West Suffolk,8996
E04009310,Fornham St. Martin,E05012800,The Fornhams & Great Barton,E07000245,West Suffolk,8997
E04012713,Fornham All Saints,E05012800,The Fornhams & Great Barton,E07000245,West Suffolk,8998
E04012714,Fornham St. Genevieve,E05012800,The Fornhams & Great Barton,E07000245,West Suffolk,8999
E04012715,Great Barton,E05012800,The Fornhams & Great Barton,E07000245,West Suffolk,9000
E04009160,"Beck Row, Holywell Row and Kenny Hill",E05012801,The Rows,E07000245,West Suffolk,9001
E04012953,West Row,E05012801,The Rows,E07000245,West Suffolk,9002
E04009454,Sibton,E05012746,Kelsale & Yoxford,E07000244,East Suffolk,9003
E04009537,Worlingham,E05012735,Beccles & Worlingham,E07000244,East Suffolk,9004
E04009379,Bromeswell,E05012740,Deben,E07000244,East Suffolk,9005
E04000199,Harewood,E05012842,Alwoodley,E08000035,Leeds,9006
E04012710,Bury St Edmunds,E05012802,Tollgate,E07000245,West Suffolk,9007
E04009295,Cavendish,E05012771,"Clare, Hundon & Kedington",E07000245,West Suffolk,9008
E04012710,Bury St Edmunds,E05012803,Westgate,E07000245,West Suffolk,9009
E04009294,Brockley,E05012804,Whepstead & Wickhambrook,E07000245,West Suffolk,9010
E04009303,Denston,E05012804,Whepstead & Wickhambrook,E07000245,West Suffolk,9011
E04009319,Hawkedon,E05012804,Whepstead & Wickhambrook,E07000245,West Suffolk,9012
E04009349,Stansfield,E05012804,Whepstead & Wickhambrook,E07000245,West Suffolk,9013
E04009359,Whepstead,E05012804,Whepstead & Wickhambrook,E07000245,West Suffolk,9014
E04012315,Wickhambrook,E05012804,Whepstead & Wickhambrook,E07000245,West Suffolk,9015
E04012760,Alwoodley,E05012842,Alwoodley,E08000035,Leeds,9016
E04009482,"All Saints and St. Nicholas, South Elmham",E05012736,Bungay & Wainford,E07000244,East Suffolk,9017
E04011939,Clophill,E05012843,Ampthill,E06000056,Central Bedfordshire,9018
E04009326,Hundon,E05012771,"Clare, Hundon & Kedington",E07000245,West Suffolk,9019
E04009484,Barsham,E05012736,Bungay & Wainford,E07000244,East Suffolk,9020
E04012803,Ampthill,E05012843,Ampthill,E06000056,Central Bedfordshire,9021
E04009383,Butley,E05012740,Deben,E07000244,East Suffolk,9022
E04009351,Stoke-by-Clare,E05012771,"Clare, Hundon & Kedington",E07000245,West Suffolk,9023
E04009490,Bungay,E05012736,Bungay & Wainford,E07000244,East Suffolk,9024
E04009469,Ubbeston,E05012746,Kelsale & Yoxford,E07000244,East Suffolk,9025
E04012809,Maulden,E05012843,Ampthill,E06000056,Central Bedfordshire,9026
E04009385,Capel St. Andrew,E05012740,Deben,E07000244,East Suffolk,9027
E04009352,Stradishall,E05012771,"Clare, Hundon & Kedington",E07000245,West Suffolk,9028
E04009494,Ellough,E05012736,Bungay & Wainford,E07000244,East Suffolk,9029
E04009473,Walpole,E05012746,Kelsale & Yoxford,E07000244,East Suffolk,9030
